2025-08-17 13:21:17 INFO: (log.py): Logging setup complete.

2025-08-17 13:21:25 INFO: (control_logic.py): Robot moved up 14cm.

2025-08-17 13:21:26 INFO: (control_logic.py): Robot added to Isaac Sim scene.
2025-08-17 13:22:31 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:31 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:32 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:32 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:32 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:32 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:32 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:33 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:33 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:33 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:33 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:33 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:34 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:34 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:34 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:34 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:35 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:35 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:35 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:35 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:35 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:36 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:36 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:36 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:36 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:36 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:37 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:37 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:37 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:37 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:38 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:38 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:38 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:38 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:38 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:39 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:39 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:39 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:39 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:39 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:40 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:40 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:40 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:40 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:41 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:41 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:41 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:41 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:41 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:42 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:42 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:42 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:42 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:42 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:43 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:43 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:43 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:43 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:44 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:44 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:44 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:44 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:44 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:45 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:45 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:45 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:45 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:45 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:46 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:46 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:46 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:46 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:47 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:47 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:47 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:47 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:47 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:48 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:48 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:48 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:48 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:48 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:49 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:49 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:49 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:49 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:49 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:50 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:50 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:50 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:50 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:51 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:51 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:51 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:51 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:51 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:52 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:52 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:52 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:52 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:52 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:53 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:53 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:53 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:53 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:53 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:54 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:54 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:54 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:54 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:55 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:55 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:55 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:55 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:55 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:56 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:56 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:56 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:56 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:56 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:57 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:57 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:57 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:57 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:58 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:58 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:58 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:58 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:59 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:59 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:59 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:59 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:22:59 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:00 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:00 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:00 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:00 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:01 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:01 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:01 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:01 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:01 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:02 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:02 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:02 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:02 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:02 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:03 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:03 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:03 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:03 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:03 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:04 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:04 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:04 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:04 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:05 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:05 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:05 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:05 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:05 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:06 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:06 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:06 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:06 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:06 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:07 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:07 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:07 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:07 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:08 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:08 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:08 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:08 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:08 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:09 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:09 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:09 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:09 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:09 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:10 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:10 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:10 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:10 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:11 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:11 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:11 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:11 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:11 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:12 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:12 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:12 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:12 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:12 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:13 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:13 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:13 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:13 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:14 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:14 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:14 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:14 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:14 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:15 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:15 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:15 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:15 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:15 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:16 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:16 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:16 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
2025-08-17 13:23:16 WARNING: SUPPPOSED TO BE MOVING IN W DIRECTION!!!
